ID,TYPE,BEGIN,END,TEXT,Document,PartIndex,SentenceIndex
T509,Premise,53084,53111,You have to have regulation,37_2012,133,2
T510,Claim,53117,53188,there are some parts of Dodd-Frank that make all the sense in the world,37_2012,133,3
T511,Premise,53190,53252,"You need transparency, you need to have leverage limits for...",37_2012,133,4
T512,Claim,53574,53683,The reason we have been in such a enormous economic crisis was prompted by reckless behavior across the board,37_2012,137,1
T513,Claim,53690,53719,it wasn't just on Wall Street,37_2012,137,2
T514,Premise,53721,53859,"You had loan officers were -- that were giving loans and mortgages that really shouldn't have been given, because the folks didn't qualify",37_2012,137,3
T515,Premise,53861,53941,You had people who were borrowing money to buy a house that they couldn't afford,37_2012,137,4
T516,Premise,53943,54033,You had credit agencies that were stamping these as A1 great investments when they weren't,37_2012,137,5
T517,Premise,54040,54245,"you also had banks making money hand over fist, churning out products that the bankers themselves didn't even understand, in order to make big profits, but knowing that it made the entire system vulnerable",37_2012,137,6
T518,Premise,54267,54340,We stepped in and had the toughest reforms on Wall Street since the 1930s,37_2012,137,8
T519,Premise,54342,54416,"We said you've got -- banks, you've got to raise your capital requirements",37_2012,137,9
T520,Premise,54418,54501,You can't engage in some of this risky behavior that is putting Main Street at risk,37_2012,137,10
T521,Premise,54503,54686,We've going to make sure that you've got to have a living will so -- so we can know how you're going to wind things down if you make a bad bet so we don't have other taxpayer bailouts,37_2012,137,11
T522,Premise,54697,54837,"In the meantime, by the way, we also made sure that all the help that we provided those banks was paid back every single dime, with interest",37_2012,138,0
T523,Claim,55330,55355,that's not what I believe,37_2012,138,6
T524,Claim,55378,55422,that's just not -- that's just not the facts,37_2012,139,0
T525,Claim,55509,55587,I wouldn't designate five banks as too big to fail and give them a blank check,37_2012,139,3
T526,Premise,55589,55644,That's one of the unintended consequences of Dodd-Frank,37_2012,139,4
T527,Claim,55646,55680,It wasn't thought through properly,37_2012,139,5
T528,Claim,55682,55718,We need to get rid of that provision,37_2012,139,6
T529,Premise,55727,55764,it's killing regional and small banks,37_2012,139,6
T530,Premise,55766,55786,They're getting hurt,37_2012,139,7
T531,Claim,54844,54898,Governor Romney has said he wants to repeal Dodd-Frank,37_2012,138,1
T532,Claim,55029,55115,"in the past, Governor Romney has said he just want to repeal Dodd- Frank, roll it back",37_2012,138,3
T533,Premise,55430,55471,we have to have regulation on Wall Street,37_2012,139,1
T534,Claim,55484,55503,I'd have regulation,37_2012,139,2
T535,Claim,56360,56388,It's hurt the housing market,37_2012,139,17
T536,Claim,56486,56552,It's not that Dodd-Frank always was wrong with too much regulation,37_2012,139,18
T537,Premise,56397,56484,Dodd-Frank didn't anticipate putting in place the kinds of regulations you have to have,37_2012,139,17
T538,Claim,56554,56608,Sometimes they didn't come out with a clear regulation,37_2012,139,19
T539,Claim,56611,56703,I will make sure we don't hurt the functioning of our -- of our marketplace and our business,37_2012,139,20
T540,Claim,56713,56759,I want to bring back housing and get good jobs,37_2012,139,20
T541,Premise,55788,55835,Let me mention another regulation in Dodd-Frank,37_2012,139,8
T542,Premise,56325,56358,Try and get a mortgage these days,37_2012,139,16
T543,Premise,56276,56323,"So banks are reluctant to make loans, mortgages",37_2012,139,15
T544,Premise,56228,56274,We don't know what a qualified mortgage is yet,37_2012,139,14
T545,Premise,56207,56226,It's been two years,37_2012,139,13
T546,Premise,55997,56058,Dodd-Frank correctly says we need to have qualified mortgages,37_2012,139,12
T547,Premise,56064,56204,"if you give a mortgage that's not qualified, there are big penalties, except they didn't ever go on and define what a qualified mortgage was",37_2012,139,12
T548,Premise,55925,55988,It's one of the reasons for the great financial calamity we had,37_2012,139,11
T549,Premise,55903,55923,That's exactly right,37_2012,139,10
T550,Premise,55837,55901,You say we were giving mortgages to people who weren't qualified,37_2012,139,9
T551,Claim,57178,57187,I sure do,37_2012,142,0
T552,Premise,57195,57239,"in part, it comes, again, from my experience",37_2012,142,1
T553,Premise,57251,57273,I was in New Hampshire,37_2012,142,2
T554,Premise,57275,57359,"A woman came to me and she said, look, I can't afford insurance for myself or my son",37_2012,142,3
T555,Premise,57361,57475,"I met a couple in Appleton, Wisconsin, and they said, we're thinking of dropping our insurance, we can't afford it",37_2012,142,4
T556,Premise,57477,57641,"And the number of small businesses I've gone to that are saying they're dropping insurance because they can't afford it, the cost of health care is just prohibitive",37_2012,142,5
T557,Claim,58156,58171,I don't want it,37_2012,142,13
T558,Claim,58239,58296,I want to put that money back in Medicare for our seniors,37_2012,142,15
T559,Premise,57654,57681,we've got to deal with cost,37_2012,142,6
T560,Premise,57720,57847,"when you look at Obamacare, the Congressional Budget Office has said it will cost $2,500 a year more than traditional insurance",37_2012,142,7
T561,Premise,57852,57871,it's adding to cost,37_2012,142,8
T562,Premise,57877,58044,"as a matter of fact, when the president ran for office, he said that, by this year, he would have brought down the cost of insurance for each family by $2,500 a family",37_2012,142,9
T563,Premise,58055,58082,it's gone up by that amount,37_2012,142,10
T564,Claim,58087,58101,it's expensive,37_2012,142,11
T565,Premise,58103,58133,Expensive things hurt families,37_2012,142,12
T566,Premise,58189,58237,it cuts $716 billion from Medicare to pay for it,37_2012,142,14
T567,Claim,58313,58425,it puts in place an unelected board that's going to tell people ultimately what kind of treatments they can have,37_2012,142,16
T568,Premise,58427,58449,I don't like that idea,37_2012,142,17
T569,Premise,58592,58658,three-quarters of them said it makes us less likely to hire people,37_2012,142,19
T570,Premise,58460,58587,"there was a survey done of small businesses across the country, said, what's been the effect of Obamacare on your hiring plans?",37_2012,142,18
T571,Claim,58959,58977,It has killed jobs,37_2012,142,21
T572,Premise,58660,58957,"I just don't know how the president could have come into office, facing 23 million people out of work, rising unemployment, an economic crisis at the -- at the kitchen table, and spend his energy and passion for two years fighting for Obamacare instead of fighting for jobs for the American people",37_2012,142,20
T573,Claim,58984,59114,the best course for health care is to do what we did in my state: craft a plan at the state level that fits the needs of the state,37_2012,142,22
T574,Claim,59125,59173,let's focus on getting the costs down for people,37_2012,142,23
T575,Premise,59175,59232,"rather than raising it with the $2,500 additional premium",37_2012,142,23
T576,Claim,60210,60256,"we did work on this, alongside working on jobs",37_2012,144,6
T577,Premise,60266,60347,this is part of making sure that middle-class families are secure in this country,37_2012,144,6
T578,Premise,59302,59440,"four years ago, when I was running for office, I was traveling around and having those same conversations that Governor Romney talks about",37_2012,144,0
T579,Premise,60004,60204,"as a consequence, they're paying their premiums, somebody gets really sick, lo and behold, they don't have enough money to pay the bills, because the insurance companies say that they've hit the limit",37_2012,144,5
T580,Premise,59917,59995,"If they did have coverage, insurance companies might impose an arbitrary limit",37_2012,144,4
T581,Premise,59832,59915,"If they had a pre-existing condition, they might not be able to get coverage at all",37_2012,144,3
T582,Premise,59607,59830,"It wasn't just that this was the biggest driver of our federal deficit, our overall health care costs, but it was families who were worried about going bankrupt if they got sick, millions of families, all across the country",37_2012,144,2
T583,Premise,59446,59605,it wasn't just that small businesses were seeing costs skyrocket and they couldn't get affordable coverage even if they wanted to provide it to their employees,37_2012,144,1
T584,Claim,61587,61611,It hasn't destroyed jobs,37_2012,146,1
T585,Premise,61355,61410,we've seen this model work really well in Massachusetts,37_2012,146,0
T586,Premise,61420,61585,"Governor Romney did a good thing, working with Democrats in the state to set up what is essentially the identical model and as a consequence people are covered there",37_2012,146,0
T587,Claim,61635,61780,"we now have a system in which we have the opportunity to start bringing down costs, as opposed to just leaving millions of people out in the cold",37_2012,146,2
T588,Claim,60410,60479,"if you've got health insurance, it doesn't mean a government takeover",37_2012,144,8
T589,Premise,60481,60508,You keep your own insurance,37_2012,144,9
T590,Premise,60510,60534,You keep your own doctor,37_2012,144,10
T591,Premise,60540,60593,it does say insurance companies can't jerk you around,37_2012,144,11
T592,Premise,60595,60638,They can't impose arbitrary lifetime limits,37_2012,144,12
T593,Premise,60640,60742,They have to let you keep your kid on their insurance -- your insurance plan until you're 26 years old,37_2012,144,13
T594,Premise,60748,60907,it also says that you're going to have to get rebates if insurance companies are spending more on administrative costs and profits than they are on actual care,37_2012,144,14
T595,Claim,60922,61153,"if you don't have health insurance, we're essentially setting up a group plan that allows you to benefit from group rates that are typically 18 percent lower than if you're out there trying to get insurance on the individual market",37_2012,144,15
